 144.000   -0.169125   -0.075350   -0.169125   -0.075350
 144.500   -0.196823   -0.032628   -0.196823   -0.032628
 145.000   -0.222917    0.021294   -0.222917    0.021294
 145.500   -0.243149    0.087291   -0.243149    0.087291
 146.000   -0.252461    0.164534   -0.252461    0.164534
 146.500   -0.245756    0.249852   -0.245756    0.249852
